"Passer","PlayType","GameID","posteam","DefensiveTeam","Yards.Gained","FirstDown","TimeSecs","time","play_new","PT_L","TG_L","FD_L","same"
,"Run",2017121006,"OAK","KC",1,0,3262,19,0,"Run",2,0,1
,"Run",2017121006,"KC","OAK",7,0,3120,21,0,"Pass",0,0,0
,"Run",2017121006,"OAK","KC",1,0,2697,28,0,"Run",1,0,1
"A.Smith","Pass",2017121006,"KC","OAK",36,1,2599,29,1,"Run",1,0,0
"D.Carr","Pass",2017121006,"OAK","KC",0,0,2448,32,1,"Pass",5,0,1
,"Run",2017121006,"KC","OAK",3,0,2192,36,0,"Pass",0,1,0
"D.Carr","Pass",2017121006,"OAK","KC",0,0,1901,39,1,"Pass",7,0,1
"A.Smith","Pass",2017121006,"KC","OAK",5,0,1874,40,1,"Pass",0,0,1
"D.Carr","Pass",2017121006,"OAK","KC",2,0,1561,46,1,"Pass",0,0,1
"A.Smith","Pass",2017121006,"KC","OAK",0,0,1427,47,1,"Pass",2,0,1
"D.Carr","Pass",2017121006,"OAK","KC",8,1,1293,49,1,"Run",2,0,0
"A.Smith","Pass",2017121006,"KC","OAK",0,1,1283,50,1,"Pass",8,1,1
,"Run",2017121006,"KC","OAK",7,0,1213,2,0,"Pass",0,0,0
"D.Carr","Pass",2017121006,"OAK","KC",13,1,1102,4,1,"Run",1,0,0
,"Run",2017121006,"KC","OAK",17,1,891,6,0,"Pass",9,0,0
"D.Carr","Pass",2017121006,"OAK","KC",3,0,679,9,1,"Run",3,0,0
,"Run",2017121006,"KC","OAK",2,0,424,14,0,"Pass",0,0,0
"D.Carr","Pass",2017121006,"OAK","KC",7,0,159,16,1,"Run",4,0,0
,"Run",2017121004,"SF","HOU",3,0,3596,20,0,"Pass",10,0,0
"T.Savage","Pass",2017121004,"HOU","SF",14,1,3498,21,1,"Run",3,0,0
,"Run",2017121004,"SF","HOU",3,0,3242,24,0,"Run",0,0,1
,"Run",2017121004,"HOU","SF",11,1,3022,28,0,"Pass",0,1,0
"J.Garoppolo","Pass",2017121004,"SF","HOU",0,0,2867,30,1,"Run",1,0,0
,"Run",2017121004,"HOU","SF",9,0,2778,31,0,"Pass",0,0,0
,"Run",2017121004,"SF","HOU",-3,0,2534,34,0,"Run",0,0,1
,"Run",2017121004,"HOU","SF",3,0,2407,36,0,"Pass",0,0,0
"J.Garoppolo","Pass",2017121004,"SF","HOU",32,1,2345,37,1,"Run",3,0,0
,"Run",2017121004,"HOU","SF",-1,0,2191,39,0,"Pass",0,0,0
,"Run",2017121004,"SF","HOU",2,0,2137,40,0,"Run",-1,0,1
,"Run",2017121004,"HOU","SF",-1,0,1952,43,0,"Run",2,0,1
,"Run",2017121004,"SF","HOU",31,1,1848,47,0,"Pass",7,0,0
"T.Yates","Pass",2017121004,"HOU","SF",15,1,1800,49,1,"Run",4,0,0
,"Run",2017121004,"SF","HOU",7,0,1631,53,0,"Pass",29,0,0
,"Run",2017121004,"SF","HOU",0,0,1226,3,0,"Pass",7,0,0
"T.Yates","Pass",2017121004,"HOU","SF",0,0,1013,6,1,"Pass",18,0,1
,"Run",2017121004,"SF","HOU",4,0,980,7,0,"Pass",0,0,0
,"Run",2017121004,"HOU","SF",3,1,753,9,0,"Run",3,0,1
"J.Garoppolo","Pass",2017121004,"SF","HOU",18,1,671,11,1,"Pass",0,0,1
,"Run",2017121004,"HOU","SF",9,0,391,14,0,"Run",1,0,1
,"Run",2017121004,"SF","HOU",6,0,340,15,0,"Run",9,0,1
"T.Yates","Pass",2017121004,"HOU","SF",0,0,230,16,1,"Run",6,0,0
"B.Hundley","Pass",2017121003,"GB","CLE",12,1,3595,20,1,"Pass",0,0,1
"D.Kizer","Pass",2017121003,"CLE","GB",38,1,3227,24,1,"Run",0,0,0
,"Run",2017121003,"GB","CLE",-2,0,2740,29,0,"Pass",0,0,0
"D.Kizer","Pass",2017121003,"CLE","GB",-1,0,2530,31,1,"Run",1,0,0
,"Run",2017121003,"GB","CLE",3,0,2105,36,0,"Pass",7,0,0
,"Run",2017121003,"CLE","GB",-2,0,1928,38,0,"Pass",0,0,0
"B.Hundley","Pass",2017121003,"GB","CLE",6,0,1705,41,1,"Run",3,0,0
,"Run",2017121003,"CLE","GB",18,1,1340,46,0,"Run",2,0,1
"B.Hundley","Pass",2017121003,"GB","CLE",9,0,1069,50,1,"Run",4,0,0
"B.Hundley","Pass",2017121003,"GB","CLE",4,0,563,3,1,"Run",6,0,0
,"Run",2017121003,"CLE","GB",9,0,322,7,0,"Pass",2,0,0
,"Run",2017121003,"GB","CLE",5,0,157,9,0,"Run",1,0,1
,"Run",2017121003,"CLE","GB",1,0,-300,12,0,"Pass",1,0,0
"B.Hundley","Pass",2017121003,"GB","CLE",6,0,-392,13,1,"Run",1,0,0
,"Run",2017121002,"CIN","CHI",1,0,3593,15,0,"Run",1,0,1
"M.Trubisky","Pass",2017121002,"CHI","CIN",0,0,3426,17,1,"Pass",0,0,1
,"Run",2017121002,"CIN","CHI",3,0,3355,20,0,"Run",21,0,1
"M.Trubisky","Pass",2017121002,"CHI","CIN",6,0,3287,21,1,"Run",3,0,0
,"Run",2017121002,"CIN","CHI",7,0,3074,23,0,"Run",-2,0,1
,"Run",2017121002,"CHI","CIN",10,1,2830,28,0,"Pass",14,0,0
,"Run",2017121002,"CIN","CHI",4,0,2553,33,0,"Run",2,0,1
,"Run",2017121002,"CHI","CIN",-2,0,2397,35,0,"Run",3,0,1
"A.Dalton","Pass",2017121002,"CIN","CHI",0,0,1900,40,1,"Pass",9,0,1
"M.Trubisky","Pass",2017121002,"CHI","CIN",5,0,1832,41,1,"Pass",0,0,1
,"Run",2017121002,"CIN","CHI",1,0,1608,45,0,"Run",3,0,1
"M.Trubisky","Pass",2017121002,"CHI","CIN",11,1,1509,46,1,"Run",1,0,0
"A.Dalton","Pass",2017121002,"CIN","CHI",2,0,1187,52,1,"Run",4,0,0
"M.Trubisky","Pass",2017121002,"CHI","CIN",0,0,1095,53,1,"Pass",2,0,1
"A.Dalton","Pass",2017121002,"CIN","CHI",18,1,892,3,1,"Pass",1,0,1
"M.Trubisky","Pass",2017121002,"CHI","CIN",15,1,811,5,1,"Pass",0,0,1
"A.Dalton","Pass",2017121002,"CIN","CHI",0,0,558,9,1,"Run",8,0,0
,"Run",2017121002,"CHI","CIN",-5,0,379,13,0,"Run",4,0,1
"A.McCarron","Pass",2017121002,"CIN","CHI",27,1,270,14,1,"Run",-5,0,0
,"Run",2017121002,"CHI","CIN",5,0,161,17,0,"Pass",0,0,0
"A.McCarron","Pass",2017121002,"CIN","CHI",2,0,23,18,1,"Run",5,0,0
,"Run",2017121001,"MIN","CAR",3,0,3600,19,0,"Pass",2,0,0
,"Run",2017121001,"CAR","MIN",6,0,3450,21,0,"Run",-4,0,1
"C.Keenum","Pass",2017121001,"MIN","CAR",6,0,3355,22,1,"Run",6,0,0
,"Run",2017121001,"CAR","MIN",1,0,3081,27,0,"Pass",0,0,0
"C.Keenum","Pass",2017121001,"MIN","CAR",0,0,2647,33,1,"Run",0,0,0
"C.Newton","Pass",2017121001,"CAR","MIN",0,0,2580,34,1,"Pass",0,0,1
"C.Keenum","Pass",2017121001,"MIN","CAR",4,0,2482,35,1,"Pass",0,0,1
"C.Newton","Pass",2017121001,"CAR","MIN",0,0,2401,36,1,"Pass",4,0,1
,"Run",2017121001,"MIN","CAR",7,0,2345,37,0,"Pass",0,0,0
,"Run",2017121001,"CAR","MIN",9,0,2102,41,0,"Pass",0,0,0
"C.Keenum","Pass",2017121001,"MIN","CAR",0,0,1953,43,1,"Run",1,0,0
,"Run",2017121001,"CAR","MIN",-1,0,1794,46,0,"Pass",0,0,0
,"Run",2017121001,"MIN","CAR",-2,0,1311,51,0,"Pass",0,0,0
,"Run",2017121001,"CAR","MIN",0,0,1020,54,0,"Pass",2,0,0
,"Run",2017121001,"MIN","CAR",-3,0,916,55,0,"Run",0,0,1
,"Run",2017121001,"CAR","MIN",6,0,860,56,0,"Run",-3,0,1
"C.Keenum","Pass",2017121001,"MIN","CAR",7,0,707,58,1,"Run",0,0,0
,"Run",2017121001,"CAR","MIN",5,0,528,62,0,"Pass",3,0,0
"C.Keenum","Pass",2017121001,"MIN","CAR",6,0,424,63,1,"Run",5,0,0
"C.Newton","Pass",2017121001,"CAR","MIN",0,0,336,65,1,"Pass",6,0,1
,"Run",2017121001,"MIN","CAR",0,0,276,66,0,"Pass",0,0,0
"P.Rivers","Pass",2017121010,"LAC","WAS",34,1,3600,3,1,"Run",3,0,0
,"Run",2017121010,"WAS","LAC",1,0,3286,7,0,"Run",2,0,1
,"Run",2017121010,"LAC","WAS",1,0,3118,9,0,"Run",5,0,1
"K.Cousins","Pass",2017121010,"WAS","LAC",0,1,2854,14,1,"Run",1,0,0
"P.Rivers","Pass",2017121010,"LAC","WAS",0,0,2842,15,1,"Pass",0,1,1
,"Run",2017121010,"WAS","LAC",4,0,2700,17,0,"Run",3,0,1
"P.Rivers","Pass",2017121010,"LAC","WAS",75,0,2413,20,1,"Run",1,0,0
,"Run",2017121010,"WAS","LAC",6,0,2396,21,0,"Pass",75,0,0
"P.Rivers","Pass",2017121010,"LAC","WAS",16,1,2186,23,1,"Run",2,0,0
,"Run",2017121010,"WAS","LAC",10,0,1936,27,0,"Run",0,0,1
"P.Rivers","Pass",2017121010,"LAC","WAS",0,0,1885,29,1,"Pass",0,0,1
,"Run",2017121010,"WAS","LAC",2,0,1794,32,0,"Pass",0,0,0
"P.Rivers","Pass",2017121010,"LAC","WAS",0,0,1646,34,1,"Run",5,0,0
,"Run",2017121010,"WAS","LAC",1,0,1461,36,0,"Run",2,0,1
,"Run",2017121010,"LAC","WAS",3,0,1366,37,0,"Run",1,0,1
,"Run",2017121010,"WAS","LAC",1,0,1271,39,0,"Run",1,0,1
"P.Rivers","Pass",2017121010,"LAC","WAS",5,0,1170,40,1,"Run",1,0,0
"K.Cousins","Pass",2017121010,"WAS","LAC",0,0,1053,41,1,"Pass",5,0,1
,"Run",2017121010,"LAC","WAS",6,1,957,42,0,"Pass",0,0,0
"K.Cousins","Pass",2017121010,"WAS","LAC",13,1,878,44,1,"Run",3,0,0
,"Run",2017121010,"LAC","WAS",1,0,671,47,0,"Pass",-4,0,0
,"Run",2017121010,"LAC","WAS",2,0,389,2,0,"Run",4,0,1
,"Run",2017121010,"WAS","LAC",8,0,25,5,0,"Run",-2,0,1
"T.Siemian","Pass",2017121009,"DEN","NYJ",0,0,3600,6,1,"Run",8,0,0
,"Run",2017121009,"NYJ","DEN",-3,0,3242,10,0,"Pass",3,0,0
"T.Siemian","Pass",2017121009,"DEN","NYJ",0,0,3148,11,1,"Run",-3,0,0
,"Run",2017121009,"NYJ","DEN",2,0,2697,16,0,"Pass",0,0,0
,"Run",2017121009,"DEN","NYJ",1,0,2368,20,0,"Pass",7,0,0
,"Run",2017121009,"NYJ","DEN",5,0,2309,21,0,"Run",1,0,1
,"Run",2017121009,"DEN","NYJ",-1,0,2190,22,0,"Run",5,0,1
"J.McCown","Pass",2017121009,"NYJ","DEN",9,0,1800,24,1,"Run",1,0,0
,"Run",2017121009,"DEN","NYJ",3,0,1669,26,0,"Pass",0,0,0
"J.McCown","Pass",2017121009,"NYJ","DEN",5,0,1290,32,1,"Run",0,0,0
,"Run",2017121009,"DEN","NYJ",4,0,1214,33,0,"Pass",5,0,0
"B.Petty","Pass",2017121009,"NYJ","DEN",0,0,1036,34,1,"Run",4,0,0
"T.Siemian","Pass",2017121009,"DEN","NYJ",25,1,977,36,1,"Pass",0,0,1
,"Run",2017121009,"NYJ","DEN",3,0,688,39,0,"Run",5,0,1
,"Run",2017121009,"DEN","NYJ",4,0,616,40,0,"Run",3,0,1
"T.Siemian","Pass",2017121009,"DEN","NYJ",5,0,441,2,1,"Run",5,0,0
,"Run",2017121009,"NYJ","DEN",-1,0,351,3,0,"Pass",5,0,0
,"Run",2017121009,"DEN","NYJ",2,0,271,4,0,"Run",-1,0,1
,"Run",2017121009,"NYJ","DEN",2,0,129,5,0,"Run",2,0,1
,"Run",2017121008,"TEN","ARI",-2,0,3600,6,0,"Run",2,0,1
,"Run",2017121008,"ARI","TEN",1,0,3506,7,0,"Run",-2,0,1
"M.Mariota","Pass",2017121008,"TEN","ARI",11,1,3205,9,1,"Run",5,0,0
,"Run",2017121008,"ARI","TEN",3,0,2923,13,0,"Run",-4,0,1
,"Run",2017121008,"TEN","ARI",54,1,2837,14,0,"Run",3,0,1
"B.Gabbert","Pass",2017121008,"ARI","TEN",7,0,2643,17,1,"Run",6,0,0
"M.Mariota","Pass",2017121008,"TEN","ARI",0,0,2538,18,1,"Pass",7,0,1
,"Run",2017121008,"ARI","TEN",5,0,2120,22,0,"Run",8,0,1
,"Run",2017121008,"TEN","ARI",0,0,1980,24,0,"Pass",0,0,0
"B.Gabbert","Pass",2017121008,"ARI","TEN",0,0,1909,25,1,"Run",0,0,0
"M.Mariota","Pass",2017121008,"TEN","ARI",5,0,1849,27,1,"Pass",4,0,1
,"Run",2017121008,"ARI","TEN",2,0,1795,30,0,"Pass",0,0,0
"M.Mariota","Pass",2017121008,"TEN","ARI",7,0,1469,32,1,"Run",2,0,0
,"Run",2017121008,"ARI","TEN",18,1,1345,33,0,"Pass",7,0,0
"M.Mariota","Pass",2017121008,"TEN","ARI",29,1,1156,35,1,"Run",3,0,0
"B.Gabbert","Pass",2017121008,"ARI","TEN",8,0,1005,38,1,"Pass",0,1,1
,"Run",2017121008,"TEN","ARI",4,0,724,43,0,"Pass",9,0,0
,"Run",2017121008,"ARI","TEN",33,1,599,44,0,"Run",4,0,1
"M.Mariota","Pass",2017121008,"TEN","ARI",0,1,359,48,1,"Run",4,0,0
,"Run",2017121008,"ARI","TEN",2,0,348,49,0,"Pass",0,1,0
"M.Mariota","Pass",2017121008,"TEN","ARI",0,0,225,50,1,"Run",2,0,0
"M.Mariota","Pass",2017121008,"TEN","ARI",0,0,87,2,1,"Run",0,0,0
"C.Wentz","Pass",2017121011,"PHI","LA",1,0,3600,3,1,"Pass",0,0,1
"J.Goff","Pass",2017121011,"LA","PHI",5,0,3536,4,1,"Pass",1,0,1
"C.Wentz","Pass",2017121011,"PHI","LA",28,1,3480,6,1,"Run",2,0,0
"J.Goff","Pass",2017121011,"LA","PHI",10,0,3192,11,1,"Run",0,0,0
"C.Wentz","Pass",2017121011,"PHI","LA",8,0,3097,12,1,"Pass",10,0,1
"J.Goff","Pass",2017121011,"LA","PHI",0,0,2874,15,1,"Pass",0,0,1
"C.Wentz","Pass",2017121011,"PHI","LA",8,0,2742,16,1,"Pass",0,0,1
"J.Goff","Pass",2017121011,"LA","PHI",0,0,2470,20,1,"Pass",0,0,1
,"Run",2017121011,"PHI","LA",11,1,2364,22,0,"Pass",0,0,0
,"Run",2017121011,"LA","PHI",5,0,2223,24,0,"Pass",0,0,0
,"Run",2017121011,"PHI","LA",14,1,2078,26,0,"Run",6,0,1
"J.Goff","Pass",2017121011,"LA","PHI",0,0,1976,28,1,"Pass",0,0,1
"C.Wentz","Pass",2017121011,"PHI","LA",0,0,1909,29,1,"Pass",0,0,1
,"Run",2017121011,"LA","PHI",17,1,1794,33,0,"Run",5,0,1
"C.Wentz","Pass",2017121011,"PHI","LA",-1,0,1601,37,1,"Run",5,0,0
,"Run",2017121011,"LA","PHI",21,1,1040,43,0,"Run",9,0,1
,"Run",2017121011,"PHI","LA",0,0,838,48,0,"Run",9,0,1
,"Run",2017121011,"LA","PHI",-1,0,588,53,0,"Pass",0,0,0
,"Run",2017121011,"PHI","LA",2,0,493,54,0,"Run",-1,0,1
,"Run",2017121011,"LA","PHI",-3,0,225,56,0,"Run",4,0,1
,"Run",2017121011,"PHI","LA",3,0,122,57,0,"Run",-3,0,1
"J.Goff","Pass",2017121011,"LA","PHI",1,0,1,2,1,"Run",-1,0,0
"B.Bortles","Pass",2017121005,"JAX","SEA",3,0,3595,3,1,"Pass",1,0,1
"R.Wilson","Pass",2017121005,"SEA","JAX",3,0,3523,4,1,"Pass",3,0,1
,"Run",2017121005,"JAX","SEA",4,0,3323,7,0,"Pass",0,0,0
,"Run",2017121005,"SEA","JAX",0,0,3078,11,0,"Pass",0,0,0
,"Run",2017121005,"JAX","SEA",3,0,2928,12,0,"Run",0,0,1
"R.Wilson","Pass",2017121005,"SEA","JAX",0,0,2674,15,1,"Run",0,0,0
"B.Bortles","Pass",2017121005,"JAX","SEA",23,1,2426,17,1,"Pass",4,0,1
"R.Wilson","Pass",2017121005,"SEA","JAX",0,0,2327,19,1,"Pass",0,0,1
,"Run",2017121005,"JAX","SEA",4,0,2168,22,0,"Pass",0,1,0
,"Run",2017121005,"SEA","JAX",21,1,2040,24,0,"Pass",0,0,0
"B.Bortles","Pass",2017121005,"JAX","SEA",12,1,1777,30,1,"Pass",0,0,1
,"Run",2017121005,"SEA","JAX",0,0,1622,34,0,"Run",1,0,1
"B.Bortles","Pass",2017121005,"JAX","SEA",75,0,1352,39,1,"Run",-1,0,0
"R.Wilson","Pass",2017121005,"SEA","JAX",0,0,1338,40,1,"Pass",75,0,1
,"Run",2017121005,"JAX","SEA",1,0,1240,41,0,"Pass",0,0,0
,"Run",2017121005,"SEA","JAX",-1,0,1230,42,0,"Run",1,0,1
,"Run",2017121005,"JAX","SEA",1,0,1055,45,0,"Run",8,0,1
"R.Wilson","Pass",2017121005,"SEA","JAX",61,0,600,50,1,"Run",-1,0,0
"B.Bortles","Pass",2017121005,"JAX","SEA",5,0,580,51,1,"Pass",61,0,1
"R.Wilson","Pass",2017121005,"SEA","JAX",5,0,240,54,1,"Run",3,0,0
,"Run",2017121005,"JAX","SEA",2,0,222,55,0,"Pass",5,0,0
"R.Wilson","Pass",2017121005,"SEA","JAX",0,0,159,56,1,"Run",2,0,0
,"Run",2017121005,"JAX","SEA",2,0,137,57,0,"Pass",0,0,0
,"Run",2017121013,"PIT","BAL",0,0,3324,4,0,"Run",3,0,1
"J.Flacco","Pass",2017121013,"BAL","PIT",0,0,3119,8,1,"Pass",20,0,1
"B.Roethlisberger","Pass",2017121013,"PIT","BAL",7,0,2961,11,1,"Pass",7,0,1
,"Run",2017121013,"BAL","PIT",5,0,2587,17,0,"Run",1,0,1
,"Run",2017121013,"PIT","BAL",2,0,2343,21,0,"Pass",0,0,0
"J.Flacco","Pass",2017121013,"BAL","PIT",18,1,2054,23,1,"Pass",4,0,1
"B.Roethlisberger","Pass",2017121013,"PIT","BAL",11,1,1913,27,1,"Run",18,0,0
,"Run",2017121013,"BAL","PIT",2,0,1633,31,0,"Pass",6,0,0
,"Run",2017121013,"PIT","BAL",2,0,1498,33,0,"Pass",0,0,0
,"Run",2017121013,"BAL","PIT",9,0,1406,34,0,"Run",2,0,1
,"Run",2017121013,"PIT","BAL",2,0,1215,38,0,"Run",1,0,1
,"Run",2017121013,"BAL","PIT",21,1,1136,39,0,"Run",2,0,1
"B.Roethlisberger","Pass",2017121013,"PIT","BAL",8,0,1060,42,1,"Pass",6,0,1
,"Run",2017121013,"BAL","PIT",-1,0,731,48,0,"Pass",5,0,0
"B.Roethlisberger","Pass",2017121013,"PIT","BAL",0,0,629,49,1,"Run",-1,0,0
"J.Flacco","Pass",2017121013,"BAL","PIT",0,1,546,52,1,"Pass",1,0,1
"B.Roethlisberger","Pass",2017121013,"PIT","BAL",5,0,398,56,1,"Run",9,0,0
"J.Flacco","Pass",2017121013,"BAL","PIT",0,0,209,60,1,"Pass",9,0,1
"B.Roethlisberger","Pass",2017121013,"PIT","BAL",6,0,95,61,1,"Pass",0,0,1
"J.Flacco","Pass",2017121013,"BAL","PIT",0,0,42,63,1,"Run",2,0,0
,"Run",2017121100,"NE","MIA",0,0,3241,6,0,"Run",-1,0,1
,"Run",2017121100,"MIA","NE",4,0,3195,7,0,"Run",0,0,1
"T.Brady","Pass",2017121100,"NE","MIA",0,0,2929,10,1,"Run",6,0,0
,"Run",2017121100,"MIA","NE",6,1,2867,11,0,"Pass",0,0,0
,"Run",2017121100,"NE","MIA",11,1,2693,14,0,"Pass",7,0,0
,"Run",2017121100,"MIA","NE",3,0,2471,17,0,"Run",2,0,1
"T.Brady","Pass",2017121100,"NE","MIA",8,0,2354,18,1,"Run",3,0,0
"J.Cutler","Pass",2017121100,"MIA","NE",17,1,2173,21,1,"Run",3,0,0
,"Run",2017121100,"NE","MIA",5,0,2013,26,0,"Pass",5,0,0
"J.Cutler","Pass",2017121100,"MIA","NE",6,0,1704,30,1,"Pass",2,0,1
,"Run",2017121100,"NE","MIA",-4,0,1558,32,0,"Run",4,0,1
,"Run",2017121100,"MIA","NE",1,0,1444,33,0,"Run",-4,0,1
"T.Brady","Pass",2017121100,"NE","MIA",0,0,1179,37,1,"Pass",0,0,1
"J.Cutler","Pass",2017121100,"MIA","NE",10,1,1107,39,1,"Pass",0,0,1
"T.Brady","Pass",2017121100,"NE","MIA",6,0,934,41,1,"Run",6,0,0
"J.Cutler","Pass",2017121100,"MIA","NE",-1,0,777,44,1,"Pass",4,0,1
"T.Brady","Pass",2017121100,"NE","MIA",2,0,709,45,1,"Pass",-1,0,1
,"Run",2017121100,"MIA","NE",9,0,626,46,0,"Pass",2,0,0
"T.Brady","Pass",2017121100,"NE","MIA",6,0,471,48,1,"Run",4,0,0
,"Run",2017121100,"MIA","NE",3,0,425,49,0,"Pass",6,0,0
"T.Brady","Pass",2017121100,"NE","MIA",0,0,311,50,1,"Run",3,0,0
,"Run",2017121100,"MIA","NE",1,0,263,51,0,"Pass",0,0,0
"T.Brady","Pass",2017121100,"NE","MIA",38,0,144,53,1,"Run",-2,0,0
,"Run",2017121400,"IND","DEN",3,0,3394,4,0,"Run",1,0,1
,"Run",2017121400,"DEN","IND",0,0,3182,7,0,"Run",1,0,1
,"Run",2017121400,"IND","DEN",7,0,2790,10,0,"Pass",0,0,0
,"Run",2017121400,"DEN","IND",1,0,2641,13,0,"Run",-1,0,1
,"Run",2017121400,"IND","DEN",9,0,2557,14,0,"Run",1,0,1
"B.Osweiler","Pass",2017121400,"DEN","IND",22,1,2193,18,1,"Pass",4,0,1
"J.Brissett","Pass",2017121400,"IND","DEN",0,0,1879,22,1,"Run",1,0,0
"B.Osweiler","Pass",2017121400,"DEN","IND",0,0,1853,23,1,"Pass",0,0,1
,"Run",2017121400,"IND","DEN",2,0,1800,25,0,"Run",11,0,1
,"Run",2017121400,"DEN","IND",6,0,1446,29,0,"Pass",5,0,0
"J.Brissett","Pass",2017121400,"IND","DEN",0,0,1156,33,1,"Run",6,0,0
,"Run",2017121400,"DEN","IND",11,1,1134,34,0,"Pass",0,0,0
,"Run",2017121400,"IND","DEN",3,0,1057,36,0,"Run",2,0,1
,"Run",2017121400,"DEN","IND",7,0,893,38,0,"Pass",0,0,0
"J.Brissett","Pass",2017121400,"IND","DEN",0,0,313,43,1,"Run",2,0,0
,"Run",2017121400,"DEN","IND",2,0,235,45,0,"Pass",0,0,0
"M.Trubisky","Pass",2017121600,"CHI","DET",11,1,3412,4,1,"Run",4,0,0
"M.Stafford","Pass",2017121600,"DET","CHI",12,1,3285,6,1,"Pass",4,0,1
"M.Trubisky","Pass",2017121600,"CHI","DET",2,0,3142,8,1,"Run",4,0,0
,"Run",2017121600,"DET","CHI",6,0,3023,9,0,"Pass",2,0,0
,"Run",2017121600,"CHI","DET",4,0,2696,14,0,"Pass",-1,0,0
,"Run",2017121600,"DET","CHI",2,0,2514,16,0,"Pass",0,0,0
,"Run",2017121600,"CHI","DET",4,0,2158,20,0,"Run",8,0,1
"M.Stafford","Pass",2017121600,"DET","CHI",13,1,1857,24,1,"Pass",4,0,1
"M.Trubisky","Pass",2017121600,"CHI","DET",4,0,1812,26,1,"Pass",4,0,1
"M.Stafford","Pass",2017121600,"DET","CHI",4,0,1750,28,1,"Run",2,0,0
"M.Trubisky","Pass",2017121600,"CHI","DET",0,0,1488,31,1,"Pass",0,0,1
,"Run",2017121600,"DET","CHI",1,0,1271,33,0,"Pass",3,0,0
"M.Trubisky","Pass",2017121600,"CHI","DET",11,1,1132,34,1,"Run",1,0,0
"M.Stafford","Pass",2017121600,"DET","CHI",14,1,807,38,1,"Run",-2,0,0
"M.Trubisky","Pass",2017121600,"CHI","DET",20,1,486,41,1,"Run",2,0,0
,"Run",2017121600,"DET","CHI",1,0,150,48,0,"Pass",0,0,0
"M.Trubisky","Pass",2017121600,"CHI","DET",0,0,127,49,1,"Run",1,0,0
"A.Smith","Pass",2017121601,"KC","LAC",0,0,3395,4,1,"Run",1,0,0
,"Run",2017121601,"LAC","KC",5,0,3298,5,0,"Pass",0,0,0
"A.Smith","Pass",2017121601,"KC","LAC",4,0,3235,6,1,"Run",5,0,0
,"Run",2017121601,"LAC","KC",5,0,2694,10,0,"Run",2,0,1
,"Run",2017121601,"KC","LAC",3,1,2300,13,0,"Pass",12,1,0
"P.Rivers","Pass",2017121601,"LAC","KC",0,0,2190,15,1,"Run",7,0,0
"A.Smith","Pass",2017121601,"KC","LAC",5,0,1912,21,1,"Run",-2,0,0
"P.Rivers","Pass",2017121601,"LAC","KC",13,0,1807,25,1,"Pass",15,0,1
,"Run",2017121601,"KC","LAC",13,1,1792,27,0,"Pass",0,0,0
"P.Rivers","Pass",2017121601,"LAC","KC",49,1,1667,29,1,"Run",1,0,0
"A.Smith","Pass",2017121601,"KC","LAC",2,0,1455,33,1,"Pass",10,0,1
"P.Rivers","Pass",2017121601,"LAC","KC",0,0,1027,38,1,"Pass",3,0,1
,"Run",2017121601,"KC","LAC",5,0,1000,39,0,"Pass",0,0,0
,"Run",2017121601,"LAC","KC",2,0,928,40,0,"Run",5,0,1
"A.Smith","Pass",2017121601,"KC","LAC",9,0,867,41,1,"Run",2,0,0
"P.Rivers","Pass",2017121601,"LAC","KC",9,0,659,43,1,"Run",2,0,0
,"Run",2017121601,"KC","LAC",23,1,503,45,0,"Run",4,0,1
,"Run",2017121601,"LAC","KC",6,0,237,49,0,"Run",3,0,1
,"Run",2017121601,"KC","LAC",3,0,113,51,0,"Pass",0,0,0
,"Run",2017121601,"LAC","KC",7,0,79,52,0,"Run",3,0,1
,"Run",2017121703,"JAX","HOU",0,0,3516,2,0,"Pass",0,0,0
,"Run",2017121703,"HOU","JAX",4,0,3434,3,0,"Run",0,0,1
"B.Bortles","Pass",2017121703,"JAX","HOU",9,0,3344,4,1,"Run",4,0,0
,"Run",2017121703,"HOU","JAX",11,1,2932,10,0,"Run",2,0,1
,"Run",2017121703,"JAX","HOU",2,0,2804,12,0,"Run",3,0,1
,"Run",2017121703,"HOU","JAX",6,0,2681,15,0,"Pass",5,0,0
"B.Bortles","Pass",2017121703,"JAX","HOU",10,1,2591,16,1,"Run",6,0,0
"T.Yates","Pass",2017121703,"HOU","JAX",10,1,2412,19,1,"Run",4,0,0
,"Run",2017121703,"JAX","HOU",2,0,2162,23,0,"Run",2,0,1
"T.Yates","Pass",2017121703,"HOU","JAX",0,0,1976,25,1,"Run",7,0,0
"B.Bortles","Pass",2017121703,"JAX","HOU",0,0,1909,26,1,"Pass",0,0,1
"T.Yates","Pass",2017121703,"HOU","JAX",0,0,1853,29,1,"Pass",0,0,1
"B.Bortles","Pass",2017121703,"JAX","HOU",41,1,1837,30,1,"Pass",0,0,1
,"Run",2017121703,"HOU","JAX",5,0,1826,32,0,"Pass",9,0,0
,"Run",2017121703,"JAX","HOU",0,0,1796,33,0,"Run",5,0,1
,"Run",2017121703,"HOU","JAX",1,0,1662,34,0,"Run",0,0,1
"B.Bortles","Pass",2017121703,"JAX","HOU",73,1,1387,37,1,"Pass",5,0,1
"T.Yates","Pass",2017121703,"HOU","JAX",0,0,1330,39,1,"Run",0,0,0
,"Run",2017121703,"JAX","HOU",0,0,1157,41,0,"Pass",0,0,0
